"neq","nom","full_address","adresse","ville","province","code_postal","pays","nir","titre","categorie_transport","date_inscription","date_prochaine_maj","code_securite","droit_circulation","droit_exploiter","motif","extra_values","vrac_numero_inscription","vrac_region_exploitation","vrac_nombre_camions","vrac_nom_courtier"
"1140088205","CORPORATION ACIER CRAWFORD.","2290, rue de la Métropole Longueuil (Québec)  J4G 1E6","2290, rue de la Métropole","Longueuil","Québec","J4G 1E6","","R-537448-4","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-06-17","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140088536","9001-5207 QUÉBEC INC.","","","","","","","R-041633-0","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140089153","LARIVIÈRE & FILS DE BEAUCE INC.","6359, 6e Rang Saint-Zacharie (Québec)  G0M 2C0","6359, 6e Rang","Saint-Zacharie","Québec","G0M 2C0","","R-024413-8","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-03-15","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,Registre du camionnage en vrac","8-Q-508029","Région 3","1","SOUS-POSTE DE COURTAGE, CAMIONNAGE EN VRAC APPALACHES INC."
"1140080848","9001-3129 QUÉBEC INC.","692, rue Principale Saint-Prime (Québec)  G8J 1T5","692, rue Principale","Saint-Prime","Québec","G8J 1T5","","R-007591-2","Propriétaire et exploitant de véhicules lourds","Marchandises et personnes","1999-04-01 00:00","2026-09-09","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140083917","LES FERMES E. NOTARO ET FILS INC.","307, rang Saint-François Saint-Patrice-de-Sherrington (Québec)  J0L 2N0","307, rang Saint-François","Saint-Patrice-de-Sherrington","Québec","J0L 2N0","","R-533972-7","Propriétaire et exploitant de véhicules lourds","Marchandises et personnes","1999-04-01 00:00","2026-04-24","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140084824","SERVICE ROUTIER DE PNEUS MLC INC.","251, rue Principale S Delson (Québec)  J5B 2A4","251, rue Principale S","Delson","Québec","J5B 2A4","","R-123963-2","Propriétaire et exploitant de véhicules lourds","Marchandises","2017-04-06 13:32","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140094344","FERME ROLLERE INC.","325, 4e Rang Tingwick (Québec)  J0A 1L0","325, 4e Rang","Tingwick","Québec","J0A 1L0","","R-120911-4","Propriétaire et exploitant de véhicules lourds","Marchandises","2016-08-04 08:34","2026-08-13","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140099491","TRANSPORT J.C. MANNINGHAM INC.","705, 7e Rang O Laurierville (Québec)  G0S 1P0","705, 7e Rang O","Laurierville","Québec","G0S 1P0","","R-005819-9","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-10-30","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140103590","FERME LÉO CHABOT INC.","290, rang Belfast Saint-Patrice-de-Beaurivage (Québec)  G0S 1B0","290, rang Belfast","Saint-Patrice-de-Beaurivage","Québec","G0S 1B0","","R-019620-5","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-03-13","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140104408","USINAGE MARCOTTE INC.","180, rue des Distributeurs Val-d'Or (Québec)  J9P 6Y1","180, rue des Distributeurs","Val-d'Or","Québec","J9P 6Y1","","R-033592-8","Propriétaire et exploitant de véhicules lourds","Marchandises","2001-05-14 15:25","2026-09-16","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140105835","LES ENTREPRISES RAOUL PARÉ & FILLE INC.","263, av. Notre-Dame East Broughton (Québec)  G0N 1G0","263, av. Notre-Dame","East Broughton","Québec","G0N 1G0","","R-018677-6","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140101156","CONSTRUCTION MARIO RAINVILLE INC.","974, rue Richard Saint-Félix-de-Valois (Québec)  J0K 2M0","974, rue Richard","Saint-Félix-de-Valois","Québec","J0K 2M0","","R-538451-7","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140101479","LES PATIOS & PLANCHERS G.L. INC.","525, rue Principale Sainte-Sophie-d'Halifax (Québec)  G0P 1L0","525, rue Principale","Sainte-Sophie-d'Halifax","Québec","G0P 1L0","","R-046689-7","Propriétaire et exploitant de véhicules lourds","Marchandises","2008-04-18 15:53","2026-04-20","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140101487","FERME DE MON RÊVE INC.","467, rang de la Fourche O Armagh (Québec)  G0R 1A0","467, rang de la Fourche O","Armagh","Québec","G0R 1A0","","R-109429-2","Propriétaire et exploitant de véhicules lourds","Marchandises","2014-06-02 08:56","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140098097","MORIN-CHOINIÈRE MONTRÉAL INC.","5333, av. Casgrain, App. 1102 Montréal (Québec)  H2T 1X3","5333, av. Casgrain, App. 1102","Montréal","Québec","H2T 1X3","","R-578473-2","Exploitant de véhicules lourds","Marchandises","2005-11-25 09:39","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140098196","FONDATIONS M.R. (1994) INC.","740, rue Albert,  CP 55 Louiseville (Québec)  J5V 2L6","740, rue Albert,  CP 55","Louiseville","Québec","J5V 2L6","","R-008914-5","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140098709","TRANSPORT A.F. INC.","59, ch. Jolivette N Messines (Québec)  J0X 2J0","59, ch. Jolivette N","Messines","Québec","J0X 2J0","","R-508558-5","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-09-15","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140112260","FERME MARCEL E. BOUDREAU & FILS INC.","785, boul. Perron Carleton-sur-Mer (Québec)  G0C 1J0","785, boul. Perron","Carleton-sur-Mer","Québec","G0C 1J0","","R-048819-8","Propriétaire et exploitant de véhicules lourds","Marchandises","2009-09-03 11:53","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140112310","CAMIONS GLOBOCAM ESTRIE INC.","4388, Route 112 Ascot Corner (Québec)  J0B 1A0","4388, Route 112","Ascot Corner","Québec","J0B 1A0","","R-551708-2","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-12-07 10:29","2026-02-13","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140112682","9001-9969 QUÉBEC INC.","18, rue Saint-Louis Les Cèdres (Québec)  J7T 0G3","18, rue Saint-Louis","Les Cèdres","Québec","J7T 0G3","","R-534942-9","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-12-18","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140113649","VITRERIE DESLONGCHAMPS INC.","3527, rue College Sherbrooke (Québec)  J1M 0B8","3527, rue College","Sherbrooke","Québec","J1M 0B8","","R-154974-1","Propriétaire et exploitant de véhicules lourds","Marchandises","2023-03-15 11:46","2026-03-18","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140114506","9002-0660 QUÉBEC INC.","142, rue Henri-Angers Laval (Québec)  H7L 5T1","142, rue Henri-Angers","Laval","Québec","H7L 5T1","","R-002716-0","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140114837","BLACKBURN & BLACKBURN INC.","980, boul. de l'Université E Saguenay (Québec)  G7H 6H1","980, boul. de l'Université E","Saguenay","Québec","G7H 6H1","","R-122325-5","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140116865","ACIER CHARRON LTÉE.","3980, rue Lavoisier Boisbriand (Québec)  J7H 1N2","3980, rue Lavoisier","Boisbriand","Québec","J7H 1N2","","R-528605-0","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140112690","9002-1080 QUÉBEC INC.","","","","","","","R-048940-2","Propriétaire et exploitant de véhicules lourds","Marchandises","2009-09-24 14:51","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140112724","9002-1072 QUÉBEC INC.","10038, av. des Récollets Montréal (Québec)  H1H 4E5","10038, av. des Récollets","Montréal","Québec","H1H 4E5","","R-579336-0","Propriétaire et exploitant de véhicules lourds","Marchandises","2006-03-06 10:02","2026-08-12","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140107377","EXCAVATION TRANSLUK INC.","4164, boul. du Royaume,  CP 367 Saguenay (Québec)  G7X 7W1","4164, boul. du Royaume,  CP 367","Saguenay","Québec","G7X 7W1","","R-002461-3","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-10-01","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,Registre du camionnage en vrac","2-Q-510930","Région 2","1","TRANSPORTEURS EN VRAC DE JONQUIÈRE INC."
"1140107419","DISTRIBUTION JEAN BARIL INC.","","","","","","","R-022949-3","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140107633","ATELIER DE DÉBOSSELAGE BAIE-COMEAU INC.","18, av. Narcisse-Blais Baie-Comeau (Québec)  G4Z 1T4","18, av. Narcisse-Blais","Baie-Comeau","Québec","G4Z 1T4","","R-128241-8","Propriétaire et exploitant de véhicules lourds","Marchandises","2018-02-13 11:59","2026-02-12","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140107971","LES EXCAVATIONS ROUSSEAU INC.","3250, rte Marie-Victorin Saint-Antoine-de-Tilly (Québec)  G0S 2C0","3250, rte Marie-Victorin","Saint-Antoine-de-Tilly","Québec","G0S 2C0","","R-027584-3","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140108805","LES INDUSTRIES POULIN & FILS INC.","2300, 98e Rue Saint-Georges (Québec)  G5Y 8J6","2300, 98e Rue","Saint-Georges","Québec","G5Y 8J6","","R-028652-7","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-07-21 00:00","2026-04-16","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140109084","FERME J.G. GUILLET & FILS INC.","191, rang d'Argenteuil Saint-Damase (Québec)  J0H 1J0","191, rang d'Argenteuil","Saint-Damase","Québec","J0H 1J0","","R-510388-3","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140110611","9001-9506 QUÉBEC INC.","118, rue Genest Albanel (Québec)  G8M 3K4","118, rue Genest","Albanel","Québec","G8M 3K4","","R-030583-0","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140110751","9001-9548 QUÉBEC INC.","380, av. Arthur-Villeneuve Alma (Québec)  G8C 0E2","380, av. Arthur-Villeneuve","Alma","Québec","G8C 0E2","","R-021953-6","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-08-26","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140110801","TERREXCO INC.","3805, ch. Saint-Louis Québec (Québec)  G1W 1T6","3805, ch. Saint-Louis","Québec","Québec","G1W 1T6","","R-009892-2","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140117574","9002-5362 QUÉBEC INC.","25, Rue Suzanne-B.-Jacques Ascot Corner (Québec)  J0B 1A0","25, Rue Suzanne-B.-Jacques","Ascot Corner","Québec","J0B 1A0","","R-152934-7","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140117772","FERME CYRILAIT INC.","1030, rang Saint-Louis Sainte-Brigitte-des-Saults (Québec)  J0C 1E0","1030, rang Saint-Louis","Sainte-Brigitte-des-Saults","Québec","J0C 1E0","","R-143525-5","Propriétaire et exploitant de véhicules lourds","Marchandises","2021-02-04 13:12","2026-02-08","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140117822","S.M.J.C. TRANSPORT INC.","825, rue Marie-Ange Granby (Québec)  J2J 0G9","825, rue Marie-Ange","Granby","Québec","J2J 0G9","","R-507981-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140117855","MINÉRAUX MART INC.","201, rue Montcalm, Bureau 213 Saint-Joseph-de-Sorel (Québec)  J3R 1B9","201, rue Montcalm, Bureau 213","Saint-Joseph-de-Sorel","Québec","J3R 1B9","","R-588717-0","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140118036","9002-2120 QUÉBEC INC.","","","","","","","R-539149-6","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
